Animal_ID,ToeClip,BC_Cage,Treatment,SVL,Week,Mass,Perc.WeightLoss,Regeneration,Rate_Reg,Rate_Perc,Perc.Regeneration,Eggs 
BC475,4503,50,DR,46,4,2.084,22.06432311,9.5,3.5,5.384615385,14.61538462,0
BC476,4505,50,AdLib,47,4,2.217,3.942807626,10.5,5.5,11.95652174,22.82608696,0
BC477,4510,50,AdLib,49,4,3.304,17.35867934,15,6,8,20,0
BC512,5030,59,DR.IGF2,49,4,2.053,21.15975422,6,1,1.369863014,8.219178082,0
BC535,5133,39,AdLib,43,4,2.21,14.60587326,9,3.5,5.555555556,14.28571429,0
BC539,5152,28,DR.IGF2,46,4,,,,,,,
BC546,5205,29,DR.IGF2,45,4,2.167,28.48184818,15,5,7.575757576,22.72727273,0
BC556,5225,50,DR.IGF1,46,4,2.339,18.1022409,13,5,6.993006993,18.18181818,0
BC560,5233,NA,DR.IGF1,44,4,2.374,6.719056974,7.5,3.5,4.666666667,10,0
BC561,5235,NA,DR,49,4,2.536,18.82202305,12,6,7.594936709,15.18987342,0
BC563,5251,NA,DR.IGF1,45,4,,,,,,,
BC566,5255,59,AdLib,49,4,3.15,9.090909091,12,5,6.41025641,15.38461538,0
BC514,5032,59,DR,46,4,,,,,,,
BC538,5151,32,DR,45,4,2.108,9.837467921,4,2,3.846153846,7.692307692,0
BC039,1455,32,DR.IGF1,46,5,2.24,12.7045986,16,5,7.246376812,23.1884058,0
BC048,1513,28,AdLib,48,5,,,,,,,
BC099,1/2111,9,AdLib,48,5,3.389,7.782312925,13,3,4.109589041,17.80821918,1
BC121,2203,32,DR.IGF1,48,5,2.044,21.38461538,11,2,2.631578947,14.47368421,0
BC144,2301,39,DR,44,5,2.164,18.58540256,19,9,12.67605634,26.76056338,0
BC158,2330,28,DR.IGF2,44,5,2.201,16.56557998,13,3,4.838709677,20.96774194,0
BC161,2333,8,AdLib,42,5,2.183,11.29622105,18,8.5,13.28125,28.125,0
BC174,2411,36,DR.IGF1,47,5,,,,,,,
BC181,2425,39,DR,51,5,2.285,15.30763529,11,1,1.315789474,14.47368421,0
BC184,2432,39,DR,46,5,2.619,14.3557881,19.5,8.5,16.34615385,37.5,0
BC197,2510,28,DR.IGF1,45,5,2.216,19.71014493,19,8,11.85185185,28.14814815,0
BC205,2523,15,DR.IGF2,47,5,1.954,31.02717967,16,4.5,6.25,22.22222222,0
BC211,2550,28,AdLib,46,5,2.71,10.11608624,18.5,5.5,7.971014493,26.8115942,0
BC214,2555,8,DR,46,5,2.639,22.35951751,13,2,2.898550725,18.84057971,1
BC234,3505,NA,DR.IGF1,45,5,,,,,,,
BC260,3150,32,DR,43,5,,,,,,,
BC265,3200,11,DR.IGF1,46,5,2.236,20.28520499,11,2,3.076923077,16.92307692,0
BC266,3201,11,DR.IGF2,49,5,2.563,14.59513496,11,4,5.555555556,15.27777778,0
BC268,3203,11,DR,49,5,2.56,34.12249099,8,1,1.176470588,9.411764706,0
BC272,3212,11,DR.IGF2,46,5,2.415,18.76892028,9,0,0,12.5,0
BC274,3215,11,AdLib,47,5,2.858,4.701567189,14.5,3.5,5.46875,22.65625,0
BC275,3220,8,AdLib,46,5,1.694,24.0699238,5.5,1.5,2.380952381,8.73015873,0
BC276,3221,11,AdLib,45,5,2.624,4.858593183,17,4,5.882352941,25,0
BC280,3230,11,DR.IGF1,50,5,,,,,,,
BC284,3235,36,AdLib,43,5,,,,,,,
BC288,3253,32,DR.IGF1,47,5,2.243,23.49931787,12,3,4.444444444,17.77777778,0
BC290,3300,32,DR.IGF2,45,5,1.986,23.4387047,5,1.5,2.586206897,8.620689655,0
BC298,3313,36,DR.IGF2,47,5,2.071,10.57858377,20,10,14.28571429,28.57142857,0
BC312,3351,28,DR.IGF2,45,5,2.113,9.391080617,11,2,2.739726027,15.06849315,0
BC315,3355,15,DR,47,5,2.629,29.55519829,17,4,5.797101449,24.63768116,0
BC316,3400,8,DR.IGF2,48,5,2.846,25.57531381,10,4,5.333333333,13.33333333,0
BC322,3411,15,DR,46,5,,,,,,,
BC327,3421,32,DR.IGF1,47,5,2.622,13.23626737,1,0.5,0.684931507,1.369863014,0
BC333,3435,36,AdLib,42,5,1.916,9.366130558,20,2.5,4.62962963,37.03703704,0
BC335,3451,35,AdLib,48,5,,,,,,,
BC336,3452,35,DR.IGF2,47,5,1.971,29.58199357,18,5,6.849315068,24.65753425,0
BC337,3453,35,DR.IGF2,46,5,2.245,23.40498124,18,2.5,4.385964912,31.57894737,0
BC338,3455,35,DR,45,5,2.125,20.29257314,10,1,1.587301587,15.87301587,0
BC344,3510,31,DR.IGF2,46,5,2.735,13.31220285,11,3,4.545454545,16.66666667,0
BC350,3521,29,DR.IGF2,48,5,,,,,,,
BC351,3522,29,DR,50,5,3.135,26.56359803,5,1,1.459854015,7.299270073,0
BC352,3523,29,DR.IGF2,48,5,2.306,28.78319951,6.5,3.5,4.794520548,8.904109589,0
BC360,3551,25,DR,47,5,2.451,25.11457379,21,5,6.756756757,28.37837838,0
BC361,3552,25,AdLib,49,5,2.878,8.837503959,19,5,8.196721311,31.14754098,0
BC362,3555,25,DR.IGF1,45,5,1.954,22.85827083,11,2,2.898550725,15.94202899,0
BC364,4000,25,DR,44,5,1.788,18.54214123,15,3,5.555555556,27.77777778,0
BC380,4031,20,DR,46,5,,,,,,,
BC383,4035,20,DR,45,5,1.966,42.53142356,7,1,1.459854015,10.2189781,0
BC384,4050,19,AdLib,46,5,,,,,,,
BC386,4052,19,DR,45,5,2.305,17.5313059,7,1,1.515151515,10.60606061,0
BC392,4103,39,DR.IGF2,47,5,2.586,21.660103,5,1,1.428571429,7.142857143,0
BC393,4105,39,DR.IGF1,45,5,2.388,9.716446125,19,9,14.63414634,30.89430894,0
BC401,4122,32,DR.IGF1,45,5,,,,,,,
BC402,4123,28,DR.IGF2,47,5,2.383,29.58037825,13,4,5.555555556,18.05555556,0
BC403,4125,28,AdLib,43,5,2.621,2.78189911,9,3.5,5.737704918,14.75409836,0
BC410,4151,18,AdLib,47,5,2.48,17.71731918,11.5,3.5,5.64516129,18.5483871,0
BC413,4155,18,DR.IGF1,47,5,,,,,,,
BC433,4250,45,DR.IGF1,46,5,2.638,10.08861622,10,3,5.084745763,16.94915254,0
BC434,4251,45,AdLib,43,5,1.8,23.33901193,13,4,6.779661017,22.03389831,0
BC435,4252,45,DR.IGF2,48,5,2.892,21.79556517,13,3,4.255319149,18.43971631,0
BC436,4253,45,DR,45,5,2.552,19.74842767,7,1,1.960784314,13.7254902,0
BC452,4325,45,DR.IGF1,49,5,,,,,,,
BC457,4335,46,AdLib,47,5,2.215,33.081571,11,1,1.481481481,16.2962963,0
BC460,4352,46,DR.IGF1,47,5,2.443,26.39349202,12,3,4.444444444,17.77777778,0
BC461,4353,46,DR.IGF1,47,5,2.985,6.747891284,12.5,3.5,4.545454545,16.23376623,0
BC464,4401,46,DR.IGF1,45,5,2.318,8.451816746,12.5,2,2.5,15.625,0
BC475,4503,50,DR,46,5,2.104,21.31637996,12,2.5,3.846153846,18.46153846,0
BC476,4505,50,AdLib,47,5,2.117,8.275563258,13,2.5,5.434782609,28.26086957,0
BC477,4510,50,AdLib,49,5,,,,,,,
BC512,5030,59,DR.IGF2,49,5,2.089,19.77726575,9,3,4.109589041,12.32876712,0
BC535,5133,39,AdLib,43,5,2.362,8.732612056,12,3,4.761904762,19.04761905,0
BC539,5152,28,DR.IGF2,46,5,,,,,,,
BC546,5205,29,DR.IGF2,45,5,2.232,26.33663366,18,3,4.545454545,27.27272727,1
BC556,5225,50,DR.IGF1,46,5,,,,,,,
BC560,5233,NA,DR.IGF1,44,5,2.368,6.95481336,12,4.5,6,16,0
BC561,5235,NA,DR,49,5,2.577,17.50960307,19,7,8.860759494,24.05063291,0
BC563,5251,NA,DR.IGF1,45,5,,,,,,,
BC566,5255,59,AdLib,49,5,3.023,12.75613276,16.5,4.5,5.769230769,21.15384615,0
BC514,5032,59,DR,46,5,,,,,,,
BC538,5151,32,DR,45,5,2.046,12.4893071,5,1,1.923076923,9.615384615,0
BC039,1455,32,DR.IGF1,46,6,2.222,13.4060795,20,4,5.797101449,28.98550725,0
BC048,1513,28,AdLib,48,6,,,,,,,
BC099,1/2111,9,AdLib,48,6,3.369,8.326530612,17,4,5.479452055,23.28767123,0
BC121,2203,32,DR.IGF1,48,6,1.941,25.34615385,13,2,2.631578947,17.10526316,0
BC144,2301,39,DR,44,6,,,,,,,
BC158,2330,28,DR.IGF2,44,6,2.26,14.32903715,14,1,1.612903226,22.58064516,0
BC161,2333,8,AdLib,42,6,,,,,,,
BC174,2411,36,DR.IGF1,47,6,,,,,,,
BC181,2425,39,DR,51,6,2.043,24.2772424,13,2,2.631578947,17.10526316,0
BC184,2432,39,DR,46,6,,,,,,,
BC197,2510,28,DR.IGF1,45,6,,,,,,,
BC205,2523,15,DR.IGF2,47,6,1.891,33.2509707,19,3,4.166666667,26.38888889,0
BC211,2550,28,AdLib,46,6,2.555,15.25704809,21,2.5,3.623188406,30.43478261,0
BC214,2555,8,DR,46,6,2.655,21.88879082,15,2,2.898550725,21.73913043,0
BC234,3505,NA,DR.IGF1,45,6,,,,,,,
BC260,3150,32,DR,43,6,,,,,,,
BC265,3200,11,DR.IGF1,46,6,2.421,13.68983957,11.5,0.5,0.769230769,17.69230769,0
BC266,3201,11,DR.IGF2,49,6,2.546,15.1616128,13,2,2.777777778,18.05555556,0
BC268,3203,11,DR,49,6,2.298,40.86464231,9,1,1.176470588,10.58823529,0
BC272,3212,11,DR.IGF2,46,6,2.392,19.54254961,12,3,4.166666667,16.66666667,0
BC274,3215,11,AdLib,47,6,2.585,13.80460153,15.5,1,1.5625,24.21875,0
BC275,3220,8,AdLib,46,6,,,,,,,
BC276,3221,11,AdLib,45,6,2.658,3.625815809,19.5,2.5,3.676470588,28.67647059,0
BC280,3230,11,DR.IGF1,50,6,,,,,,,
BC284,3235,36,AdLib,43,6,,,,,,,
BC288,3253,32,DR.IGF1,47,6,2.405,17.97407913,14,2,2.962962963,20.74074074,0
BC290,3300,32,DR.IGF2,45,6,1.795,30.80185042,6,1,1.724137931,10.34482759,0
BC298,3313,36,DR.IGF2,47,6,,,,,,,
BC312,3351,28,DR.IGF2,45,6,2.267,2.787307033,11,0,0,15.06849315,0
BC315,3355,15,DR,47,6,2.659,28.75133976,20.5,3.5,5.072463768,29.71014493,0
BC316,3400,8,DR.IGF2,48,6,2.786,27.14435146,10,0,0,13.33333333,0
BC322,3411,15,DR,46,6,,,,,,,
BC327,3421,32,DR.IGF1,47,6,2.513,16.84315023,1.5,0.5,0.684931507,2.054794521,0
BC333,3435,36,AdLib,42,6,1.922,9.08230842,24,4,7.407407407,44.44444444,0
BC335,3451,35,AdLib,48,6,,,,,,,
BC336,3452,35,DR.IGF2,47,6,2.057,26.50946767,22,4,5.479452055,30.1369863,0
BC337,3453,35,DR.IGF2,46,6,2.252,23.1661549,21.5,3.5,6.140350877,37.71929825,0
BC338,3455,35,DR,45,6,,,,,,,
BC344,3510,31,DR.IGF2,46,6,2.778,11.94928685,13,2,3.03030303,19.6969697,0
BC350,3521,29,DR.IGF2,48,6,,,,,,,
BC351,3522,29,DR,50,6,3.177,25.57976107,6,1,1.459854015,8.759124088,0
BC352,3523,29,DR.IGF2,48,6,2.264,30.08029648,6.5,0,0,8.904109589,0
BC360,3551,25,DR,47,6,2.355,28.04766269,22,1,1.351351351,29.72972973,0
BC361,3552,25,AdLib,49,6,2.882,8.710801394,25,6,9.836065574,40.98360656,0
BC362,3555,25,DR.IGF1,45,6,2.005,20.84484801,11.5,0.5,0.724637681,16.66666667,0
BC364,4000,25,DR,44,6,1.862,15.17084282,18.5,3.5,6.481481481,34.25925926,0
BC380,4031,20,DR,46,6,,,,,,,
BC383,4035,20,DR,45,6,,,,,,,
BC384,4050,19,AdLib,46,6,,,,,,,
BC386,4052,19,DR,45,6,2.337,16.38640429,9,2,3.03030303,13.63636364,0
BC392,4103,39,DR.IGF2,47,6,2.644,19.90305968,8,3,4.285714286,11.42857143,0
BC393,4105,39,DR.IGF1,45,6,2.439,7.788279773,19,0,0,30.89430894,0
BC401,4122,32,DR.IGF1,45,6,,,,,,,
BC402,4123,28,DR.IGF2,47,6,2.38,29.66903073,15,2,2.777777778,20.83333333,0
BC403,4125,28,AdLib,43,6,,,,,,,
BC410,4151,18,AdLib,47,6,2.557,15.16257465,14,2.5,4.032258065,22.58064516,0
BC413,4155,18,DR.IGF1,47,6,,,,,,,
BC433,4250,45,DR.IGF1,46,6,2.619,10.73619632,11.5,1.5,2.542372881,19.49152542,0
BC434,4251,45,AdLib,43,6,,,,,,,
BC435,4252,45,DR.IGF2,48,6,2.828,23.52623039,14.5,1.5,2.127659574,20.56737589,0
BC436,4253,45,DR,45,6,2.584,18.74213836,9.5,2.5,4.901960784,18.62745098,0
BC452,4325,45,DR.IGF1,49,6,,,,,,,
BC457,4335,46,AdLib,47,6,1.938,41.45015106,11.5,0.5,0.740740741,17.03703704,0
BC460,4352,46,DR.IGF1,47,6,2.386,28.11087677,14,2,2.962962963,20.74074074,1
BC461,4353,46,DR.IGF1,47,6,2.884,9.903155264,14,1.5,1.948051948,18.18181818,0
BC464,4401,46,DR.IGF1,45,6,2.196,13.27014218,14,1.5,1.875,17.5,0
BC475,4503,50,DR,46,6,2.066,22.73747195,19,7,10.76923077,29.23076923,0
BC476,4505,50,AdLib,47,6,2.294,0.606585789,16,3,6.52173913,34.7826087,0
BC477,4510,50,AdLib,49,6,,,,,,,
BC512,5030,59,DR.IGF2,49,6,2.062,20.8141321,11,2,2.739726027,15.06849315,0
BC535,5133,39,AdLib,43,6,2.338,9.659969088,14,2,3.174603175,22.22222222,0
BC539,5152,28,DR.IGF2,46,6,,,,,,,
BC546,5205,29,DR.IGF2,45,6,2.141,29.33993399,20,2,3.03030303,30.3030303,0
BC556,5225,50,DR.IGF1,46,6,2.416,15.40616246,19,19,26.57342657,26.57342657,0
BC560,5233,NA,DR.IGF1,44,6,2.423,4.793713163,14,2,2.666666667,18.66666667,0
BC561,5235,NA,DR,49,6,,,,,,,
BC563,5251,NA,DR.IGF1,45,6,,,,,,,
BC566,5255,59,AdLib,49,6,3.219,7.0995671,21,4.5,5.769230769,26.92307692,0
BC514,5032,59,DR,46,6,,,,,,,
BC538,5151,32,DR,45,6,,,,,,,
BC039,1455,32,DR.IGF1,46,7,2.061,19.68043648,22,2,2.898550725,31.88405797,0
BC048,1513,28,AdLib,48,7,,,,,,,
BC099,1/2111,9,AdLib,48,7,3.423,6.857142857,17,0,0,23.28767123,0
BC121,2203,32,DR.IGF1,48,7,2.124,18.30769231,19.5,6.5,8.552631579,25.65789474,0
BC144,2301,39,DR,44,7,,,,,,,
BC158,2330,28,DR.IGF2,44,7,2.269,13.9878696,16,2,3.225806452,25.80645161,0
BC161,2333,8,AdLib,42,7,,,,,,,
BC174,2411,36,DR.IGF1,47,7,,,,,,,
BC181,2425,39,DR,51,7,2.168,19.64418087,14,1,1.315789474,18.42105263,0
BC184,2432,39,DR,46,7,,,,,,,
BC197,2510,28,DR.IGF1,45,7,,,,,,,
BC205,2523,15,DR.IGF2,47,7,2.134,24.673491,21,2,2.777777778,29.16666667,0
BC211,2550,28,AdLib,46,7,2.493,17.31343284,24,3,4.347826087,34.7826087,0
BC214,2555,8,DR,46,7,2.731,19.65283907,16,1,1.449275362,23.1884058,1
BC234,3505,NA,DR.IGF1,45,7,,,,,,,
BC260,3150,32,DR,43,7,,,,,,,
BC265,3200,11,DR.IGF1,46,7,2.101,25.09803922,11,0,0,16.92307692,0
BC266,3201,11,DR.IGF2,49,7,2.5,16.69443519,13,0,0,18.05555556,0
BC268,3203,11,DR,49,7,1.949,49.84559959,10,1,1.176470588,11.76470588,0
BC272,3212,11,DR.IGF2,46,7,2.467,17.01984527,12,0,0,16.66666667,0
BC274,3215,11,AdLib,47,7,2.767,7.735911971,20,4.5,7.03125,31.25,0
BC275,3220,8,AdLib,46,7,,,,,,,
BC276,3221,11,AdLib,45,7,2.529,8.303118202,21,1.5,2.205882353,30.88235294,0
BC280,3230,11,DR.IGF1,50,7,,,,,,,
BC284,3235,36,AdLib,43,7,,,,,,,
BC288,3253,32,DR.IGF1,47,7,2.303,21.45293315,15,1,1.481481481,22.22222222,0
BC290,3300,32,DR.IGF2,45,7,,,,,,,
BC298,3313,36,DR.IGF2,47,7,,,,,,,
BC312,3351,28,DR.IGF2,45,7,2.087,10.50600343,12,1,1.369863014,16.43835616,0
BC315,3355,15,DR,47,7,2.542,31.886388,21,0.5,0.724637681,30.43478261,0
BC316,3400,8,DR.IGF2,48,7,2.805,26.64748954,12,2,2.666666667,16,0
BC322,3411,15,DR,46,7,,,,,,,
BC327,3421,32,DR.IGF1,47,7,2.259,25.24818001,4,2.5,3.424657534,5.479452055,0
BC333,3435,36,AdLib,42,7,2.082,1.51371807,25,1,1.851851852,46.2962963,0
BC335,3451,35,AdLib,48,7,,,,,,,
BC336,3452,35,DR.IGF2,47,7,2.032,27.4026438,24,2,2.739726027,32.87671233,0
BC337,3453,35,DR.IGF2,46,7,2.323,20.74377346,24,2.5,4.385964912,42.10526316,0
BC338,3455,35,DR,45,7,,,,,,,
BC344,3510,31,DR.IGF2,46,7,,,,,,,
BC350,3521,29,DR.IGF2,48,7,,,,,,,
BC351,3522,29,DR,50,7,3.231,24.31482783,7,1,1.459854015,10.2189781,0
BC352,3523,29,DR.IGF2,48,7,2.295,29.12291538,23,16.5,22.60273973,31.50684932,0
BC360,3551,25,DR,47,7,2.34,28.50595784,29,7,9.459459459,39.18918919,0
BC361,3552,25,AdLib,49,7,2.959,6.271777003,26,1,1.639344262,42.62295082,0
BC362,3555,25,DR.IGF1,45,7,1.727,31.81997631,13,1.5,2.173913043,18.84057971,0
BC364,4000,25,DR,44,7,1.916,12.71070615,20,1.5,2.777777778,37.03703704,0
BC380,4031,20,DR,46,7,,,,,,,
BC383,4035,20,DR,45,7,,,,,,,
BC384,4050,19,AdLib,46,7,,,,,,,
BC386,4052,19,DR,45,7,2.265,18.96243292,9.5,0.5,0.757575758,14.39393939,0
BC392,4103,39,DR.IGF2,47,7,2.701,18.17631021,10,2,2.857142857,14.28571429,0
BC393,4105,39,DR.IGF1,45,7,2.434,7.97731569,19,0,0,30.89430894,0
BC401,4122,32,DR.IGF1,45,7,,,,,,,
BC402,4123,28,DR.IGF2,47,7,2.605,23.02009456,16,1,1.388888889,22.22222222,0
BC403,4125,28,AdLib,43,7,,,,,,,
BC410,4151,18,AdLib,47,7,2.433,19.27670869,16,2,3.225806452,25.80645161,0
BC413,4155,18,DR.IGF1,47,7,,,,,,,
BC433,4250,45,DR.IGF1,46,7,2.479,15.50783913,12.5,1,1.694915254,21.18644068,0
BC434,4251,45,AdLib,43,7,2.033,13.41567291,16,16,27.11864407,27.11864407,0
BC435,4252,45,DR.IGF2,48,7,2.982,19.3618172,15.5,1,1.418439716,21.9858156,0
BC436,4253,45,DR,45,7,2.398,24.59119497,9.5,0,0,18.62745098,0
BC452,4325,45,DR.IGF1,49,7,,,,,,,
BC457,4335,46,AdLib,47,7,1.889,42.9305136,16,4.5,6.666666667,23.7037037,0
BC460,4352,46,DR.IGF1,47,7,2.44,26.48388069,16,2,2.962962963,23.7037037,0
BC461,4353,46,DR.IGF1,47,7,2.87,10.34051859,15,1,1.298701299,19.48051948,0
BC464,4401,46,DR.IGF1,45,7,2.08,17.85150079,15,1,1.25,18.75,0
BC475,4503,50,DR,46,7,,,,,,,
BC476,4505,50,AdLib,47,7,2.757,-19.45407279,16,0,0,34.7826087,0
BC477,4510,50,AdLib,49,7,,,,,,,
BC512,5030,59,DR.IGF2,49,7,2.046,21.42857143,13,2,2.739726027,17.80821918,0
BC535,5133,39,AdLib,43,7,2.333,9.85316847,15,1,1.587301587,23.80952381,0
BC539,5152,28,DR.IGF2,46,7,,,,,,,
BC546,5205,29,DR.IGF2,45,7,2.17,28.38283828,21.5,1.5,2.272727273,32.57575758,0
BC556,5225,50,DR.IGF1,46,7,2.465,13.69047619,21,2,2.797202797,29.37062937,0
BC560,5233,NA,DR.IGF1,44,7,2.387,6.208251473,16,2,2.666666667,21.33333333,0
BC561,5235,NA,DR,49,7,,,,,,,
BC563,5251,NA,DR.IGF1,45,7,,,,,,,
BC566,5255,59,AdLib,49,7,3.408,1.645021645,24,3,3.846153846,30.76923077,0
BC514,5032,59,DR,46,7,,,,,,,
BC538,5151,32,DR,45,7,,,,,,,
BC039,1455,32,DR.IGF1,46,8,2.266,11.6913484,24,2,2.898550725,34.7826087,0
BC048,1513,28,AdLib,48,8,,,,,,,
BC099,1/2111,9,AdLib,48,8,3.406,7.319727891,20,3,4.109589041,27.39726027,0
BC121,2203,32,DR.IGF1,48,8,,,,,,,
BC144,2301,39,DR,44,8,,,,,,,
BC158,2330,28,DR.IGF2,44,8,2.425,8.074298711,17,1,1.612903226,27.41935484,0
BC161,2333,8,AdLib,42,8,,,,,,,
BC174,2411,36,DR.IGF1,47,8,,,,,,,
BC181,2425,39,DR,51,8,2.325,13.8250556,15,1,1.315789474,19.73684211,0
BC184,2432,39,DR,46,8,,,,,,,
BC197,2510,28,DR.IGF1,45,8,,,,,,,
BC205,2523,15,DR.IGF2,47,8,2.179,23.08506883,23,2,2.777777778,31.94444444,0
BC211,2550,28,AdLib,46,8,2.626,12.90215589,25,1,1.449275362,36.23188406,0
BC214,2555,8,DR,46,8,2.736,19.50573698,17,1,1.449275362,24.63768116,0
BC234,3505,NA,DR.IGF1,45,8,,,,,,,
BC260,3150,32,DR,43,8,,,,,,,
BC265,3200,11,DR.IGF1,46,8,2.192,21.85383244,12,1,1.538461538,18.46153846,0
BC266,3201,11,DR.IGF2,49,8,2.458,18.09396868,15,2,2.777777778,20.83333333,0
BC268,3203,11,DR,49,8,,,,,,,
BC272,3212,11,DR.IGF2,46,8,2.609,12.24352506,13,1,1.388888889,18.05555556,0
BC274,3215,11,AdLib,47,8,2.848,5.035011671,20.5,0.5,0.78125,32.03125,0
BC275,3220,8,AdLib,46,8,,,,,,,
BC276,3221,11,AdLib,45,8,2.63,4.641044235,22,1,1.470588235,32.35294118,0
BC280,3230,11,DR.IGF1,50,8,,,,,,,
BC284,3235,36,AdLib,43,8,,,,,,,
BC288,3253,32,DR.IGF1,47,8,2.581,11.97135061,15,0,0,22.22222222,0
BC290,3300,32,DR.IGF2,45,8,,,,,,,
BC298,3313,36,DR.IGF2,47,8,,,,,,,
BC312,3351,28,DR.IGF2,45,8,2.343,-0.471698113,13.5,1.5,2.054794521,18.49315068,0
BC315,3355,15,DR,47,8,2.737,26.66130761,22,1,1.449275362,31.88405797,0
BC316,3400,8,DR.IGF2,48,8,,,,,,,
BC322,3411,15,DR,46,8,,,,,,,
BC327,3421,32,DR.IGF1,47,8,2.414,20.11912641,4,0,0,5.479452055,0
BC333,3435,36,AdLib,42,8,2.154,-1.892147588,26,1,1.851851852,48.14814815,0
BC335,3451,35,AdLib,48,8,,,,,,,
BC336,3452,35,DR.IGF2,47,8,2.141,23.50839586,26,2,2.739726027,35.61643836,0
BC337,3453,35,DR.IGF2,46,8,2.551,12.96485841,25,1,1.754385965,43.85964912,0
BC338,3455,35,DR,45,8,,,,,,,
BC344,3510,31,DR.IGF2,46,8,,,,,,,
BC350,3521,29,DR.IGF2,48,8,,,,,,,
BC351,3522,29,DR,50,8,3.455,19.06769735,8,1,1.459854015,11.67883212,0
BC352,3523,29,DR.IGF2,48,8,,,,,,,
BC360,3551,25,DR,47,8,,,,,,,
BC361,3552,25,AdLib,49,8,2.799,11.33987963,27,1,1.639344262,44.26229508,0
BC362,3555,25,DR.IGF1,45,8,,,,,,,
BC364,4000,25,DR,44,8,1.951,11.11617312,22,2,3.703703704,40.74074074,0
BC380,4031,20,DR,46,8,,,,,,,
BC383,4035,20,DR,45,8,,,,,,,
BC384,4050,19,AdLib,46,8,,,,,,,
BC386,4052,19,DR,45,8,2.463,11.8783542,10,0.5,0.757575758,15.15151515,0
BC392,4103,39,DR.IGF2,47,8,2.799,15.20751287,10,0,0,14.28571429,0
BC393,4105,39,DR.IGF1,45,8,2.564,3.062381853,19,0,0,30.89430894,0
BC401,4122,32,DR.IGF1,45,8,,,,,,,
BC402,4123,28,DR.IGF2,47,8,,,,,,,
BC403,4125,28,AdLib,43,8,,,,,,,
BC410,4151,18,AdLib,47,8,2.389,20.73656271,16,0,0,25.80645161,0
BC413,4155,18,DR.IGF1,47,8,,,,,,,
BC433,4250,45,DR.IGF1,46,8,2.546,13.22426721,13,0.5,0.847457627,22.03389831,0
BC434,4251,45,AdLib,43,8,2.227,5.153321976,16.5,0.5,0.847457627,27.96610169,0
BC435,4252,45,DR.IGF2,48,8,3.227,12.73661439,16,0.5,0.709219858,22.69503546,0
BC436,4253,45,DR,45,8,2.439,23.30188679,10,0.5,0.980392157,19.60784314,0
BC452,4325,45,DR.IGF1,49,8,,,,,,,
BC457,4335,46,AdLib,47,8,1.996,39.6978852,17,1,1.481481481,25.18518519,0
BC460,4352,46,DR.IGF1,47,8,2.645,20.30732148,17,1,1.481481481,25.18518519,0
BC461,4353,46,DR.IGF1,47,8,3.096,3.28022493,17,2,2.597402597,22.07792208,0
BC464,4401,46,DR.IGF1,45,8,2.219,12.36176935,16,1,1.25,20,0
BC475,4503,50,DR,46,8,,,,,,,
BC476,4505,50,AdLib,47,8,2.779,-20.40727903,19.5,3.5,7.608695652,42.39130435,0
BC477,4510,50,AdLib,49,8,,,,,,,
BC512,5030,59,DR.IGF2,49,8,2.141,17.78033794,14,1,1.369863014,19.17808219,0
BC535,5133,39,AdLib,43,8,2.33,9.969088099,16,1,1.587301587,25.3968254,0
BC539,5152,28,DR.IGF2,46,8,,,,,,,
BC546,5205,29,DR.IGF2,45,8,2.325,23.26732673,23,1.5,2.272727273,34.84848485,0
BC556,5225,50,DR.IGF1,46,8,2.608,8.683473389,22.5,1.5,2.097902098,31.46853147,0
BC560,5233,NA,DR.IGF1,44,8,2.454,3.575638507,17,1,1.333333333,22.66666667,0
BC561,5235,NA,DR,49,8,,,,,,,
BC563,5251,NA,DR.IGF1,45,8,,,,,,,
BC566,5255,59,AdLib,49,8,,,,,,,
BC514,5032,59,DR,46,8,,,,,,,
BC538,5151,32,DR,45,8,,,,,,,
